,pedal,velocity,acceleration
2.1,0.8632093666488737,0.8632093666488737,-0.5048461045998576
2.15,0.8368987907984978,0.8368987907984978,-0.547357665480271
2.2,0.8084964038195901,0.8084964038195901,-0.5885011172553458
2.25,0.7780731968879212,0.7780731968879212,-0.6281736227227391
2.3000000000000003,0.74570521217672,0.74570521217672,-0.6662760212798244
2.35,0.7114733527908443,0.7114733527908443,-0.702713076773554
2.4000000000000004,0.6754631805511506,0.6754631805511506,-0.7373937155412458
2.45,0.6377647021345036,0.6377647021345036,-0.7702312540473074
2.5,0.5984721441039564,0.5984721441039564,-0.8011436155469337
2.5500000000000003,0.5576837173914166,0.5576837173914166,-0.8300535352352224
2.6,0.5155013718214642,0.5155013718214642,-0.8568887533689473
2.6500000000000004,0.47203054128988226,0.47203054128988226,-0.8815821958782861
2.7,0.4273798802338298,0.4273798802338298,-0.9040721420170612
2.75,0.3816609920523317,0.3816609920523317,-0.9243023786324636
2.8000000000000003,0.33498815015590466,0.33498815015590466,-0.9422223406686583
2.85,0.2874780123425444,0.2874780123425444,-0.9577872375530904
2.9000000000000004,0.23924932921398198,0.23924932921398198,-0.9709581651495907
2.95,0.19042264736102704,0.19042264736102704,-0.9817022029984541
3.0,0.1411200080598672,0.1411200080598672,-0.9899924966004454
3.0500000000000003,0.09146464223243675,0.09146464223243675,-0.9958083245390612
3.1,0.04158066243329049,0.04158066243329049,-0.9991351502732795
3.1500000000000004,-0.008407247367149063,-0.008407247367149063,-0.999964658471342
3.2,-0.058374143427580086,-0.058374143427580086,-0.9982947757947531
3.25,-0.10819513453010837,-0.10819513453010837,-0.9941296760805463
3.3000000000000003,-0.15774569414324865,-0.15774569414324865,-0.9874797699088649
3.35,-0.20690197167339977,-0.20690197167339977,-0.9783616785819341
3.4000000000000004,-0.25554110202683167,-0.25554110202683167,-0.9667981925794609
3.45,-0.30354151270842933,-0.30354151270842933,-0.9528182145943047
3.5,-0.35078322768961984,-0.35078322768961984,-0.9364566872907963
3.5500000000000003,-0.3971481672859602,-0.3971481672859602,-0.9177545059662758
3.6,-0.44252044329485246,-0.44252044329485246,-0.896758416334147
3.6500000000000004,-0.48678664865569976,-0.48678664865569976,-0.8735208976839377
3.7,-0.5298361409084934,-0.5298361409084934,-0.848100031710408
3.75,-0.5715613187423437,-0.5715613187423437,-0.8205593573395608
3.8000000000000003,-0.6118578909427193,-0.6118578909427193,-0.7909677119144165
3.85,-0.6506251370651673,-0.6506251370651673,-0.7593990591375079
3.9000000000000004,-0.6877661591839741,-0.6877661591839741,-0.7259323042001399
3.95,-0.7231881240865121,-0.7231881240865121,-0.6906510965605075
4.0,-0.7568024953079283,-0.7568024953079283,-0.6536436208636119
4.05,-0.788525254426195,-0.788525254426195,-0.6150023765255744
4.1000000000000005,-0.8182771110644108,-0.8182771110644108,-0.5748239465332685
4.15,-0.8459837010754465,-0.8459837010754465,-0.5332087560371543
4.2,-0.8715757724135882,-0.8715757724135882,-0.4902608213406994
4.25,-0.8949893582285835,-0.8949893582285835,-0.4460874899137928
4.3,-0.9161659367494549,-0.9161659367494549,-0.40079917207997545
4.3500000000000005,-0.9350525775584494,-0.9350525775584494,-0.3545090650481311
4.4,-0.9516020738895161,-0.9516020738895161,-0.30733286997841935
4.45,-0.9657730606206388,-0.9657730606206388,-0.2593885027896261
4.5,-0.977530117665097,-0.977530117665097,-0.2107957994307797
4.55,-0.9868438585032365,-0.9868438585032365,-0.1616762163536865
4.6000000000000005,-0.9936910036334645,-0.9936910036334645,-0.112152526935054
4.65,-0.9980544387588794,-0.9980544387588794,-0.06234851460699166
4.7,-0.9999232575641008,-0.9999232575641008,-0.01238866346289056
4.75,-0.999292788975378,-0.999292788975378,0.03760215288797655
4.800000000000001,-0.9961646088358406,-0.9961646088358406,0.08749898343944727
4.8500000000000005,-0.9905465359667132,-0.9905465359667132,0.1371771121009082
4.9,-0.9824526126243325,-0.9824526126243325,0.18651236942257576
4.95,-0.9719030694018208,-0.9719030694018208,0.23538144295445118
5.0,-0.9589242746631385,-0.9589242746631385,0.28366218546322625
5.050000000000001,-0.9435486686359064,-0.9435486686359064,0.3312339202367545
5.1000000000000005,-0.9258146823277321,-0.9258146823277321,0.37797774271298107
5.15,-0.9057666414687044,-0.9057666414687044,0.4237768176794282
5.2,-0.8834546557201531,-0.8834546557201531,0.4685166713003771
5.25,-0.858934493426592,-0.858934493426592,0.5120854772418407
5.300000000000001,-0.8322674422239008,-0.8322674422239008,0.5543743361791615
5.3500000000000005,-0.8035201558521553,-0.8035201558521553,0.5952775479886068
5.4,-0.7727644875559871,-0.7727644875559871,0.6346928759426347
5.45,-0.7400773104888944,-0.7400773104888944,0.6725218022484659
5.5,-0.7055403255703919,-0.7055403255703919,0.70866977429126
5.550000000000001,-0.6692398572762613,-0.6692398572762613,0.7430464409664105
5.6000000000000005,-0.631266637872321,-0.631266637872321,0.7755658785102502
5.65,-0.5917155806310094,-0.5917155806310094,0.8061468052647157
5.7,-0.5506855425976376,-0.5506855425976376,0.8347127848391598
5.75,-0.5082790774992584,-0.5082790774992584,0.8611924171615208
5.800000000000001,-0.4646021794137566,-0.4646021794137566,0.8855195169413194
5.8500000000000005,-0.4197640178398589,-0.4197640178398589,0.9076332790984135
5.9,-0.373876664830236,-0.373876664830236,0.9274784307440359
5.95,-0.32705481486974064,-0.32705481486974064,0.9450053693342275
6.0,-0.27941549819892586,-0.27941549819892586,0.960170286650366
6.050000000000001,-0.23107778829939138,-0.23107778829939138,0.9729352782968976
6.1000000000000005,-0.18216250427209502,-0.18216250427209502,0.9832684384425847
6.15,-0.13279190885251674,-0.13279190885251674,0.991143939568469
6.2,-0.0830894028174964,-0.0830894028174964,0.9965420970232175
6.25,-0.03317921654755682,-0.03317921654755682,0.9994494182244994
6.300000000000001,0.0168139004843506,0.0168139004843506,0.9998586363834151
6.3500000000000005,0.06676499152155635,0.06676499152155635,0.9977687286676841
6.4,0.11654920485049364,0.11654920485049364,0.9931849187581926
6.45,0.16604210586495724,0.16604210586495724,0.9861186637925126
6.5,0.21511998808781552,0.21511998808781552,0.9765876257280235
6.550000000000001,0.2636601823727792,0.2636601823727792,0.9646156271962179
6.6000000000000005,0.3115413635133787,0.3115413635133787,0.9502325919585293
6.65,0.35864385349280037,0.35864385349280037,0.9334744701125118
6.7,0.4048499206165983,0.4048499206165983,0.9143831482353194
6.75,0.4500440737806176,0.4500440737806176,0.8930063446890767
6.800000000000001,0.49411335113860894,0.49411335113860894,0.8693974903498248
6.8500000000000005,0.5369476024480118,0.5369476024480118,0.8436155950581591
6.9,0.5784397643882002,0.5784397643882002,0.8157251001253569
6.95,0.618486128163024,0.618486128163024,0.785795717263661
7.0,0.6569865987187891,0.6569865987187891,0.7539022543433046
7.050000000000001,0.6938449449297643,0.6938449449297643,0.7201244284117936
7.1000000000000005,0.7289690401258765,0.7289690401258765,0.6845466664428059
7.15,0.7622710923614112,0.7622710923614112,0.6472578943127236
7.2,0.7936678638491531,0.7936678638491531,0.6083513145322546
7.25,0.8230808790115055,0.8230808790115055,0.5679241732886948
7.300000000000001,0.850436620628565,0.850436620628565,0.5260775173811045
7.3500000000000005,0.8756667135928827,0.8756667135928827,0.48291594165593704
7.4,0.8987080958116269,0.8987080958116269,0.43854732757439036
7.45,0.9195031758289707,0.9195031758289707,0.39308257356494075
7.5,0.9379999767747389,0.9379999767747389,0.3466353178350258
7.550000000000001,0.9541522662795151,0.9541522662795151,0.2993216543347062
7.6000000000000005,0.9679196720314865,0.9679196720314865,0.25125984258225487
7.65,0.9792677826862,0.9792677826862,0.20257001207694433
7.7,0.9881682338770004,0.9881682338770004,0.15337386203786435
7.75,0.9945987791111761,0.9945987791111761,0.10379435721925297
7.800000000000001,0.998543345374605,0.998543345374605,0.05395542056264886
7.8500000000000005,0.9999920733059188,0.9999920733059188,0.003981623454078851
7.9,0.998941341839772,0.998941341839772,-0.04600212563953695
7.95,0.9953937772576199,0.9953937772576199,-0.09587089337649782
8.0,0.9893582466233818,0.9893582466233818,-0.14550003380861354
8.05,0.9808498356203995,0.9808498356203995,-0.19476549993116135
8.1,0.9698898108450863,0.9698898108450863,-0.2435441537357911
8.15,0.9565055666515091,0.9565055666515091,-0.2917140739914265
8.200000000000001,0.9407305566797726,0.9407305566797726,-0.33915486098383624
8.25,0.9226042102393402,0.9226042102393402,-0.3857479374522218
8.3,0.9021718337562934,0.9021718337562934,-0.43137684497062084
8.35,0.8794844975308649,0.8794844975308649,-0.47592753503330965
8.4,0.8545989080882804,0.8545989080882804,-0.5192886541166856
8.450000000000001,0.827577266441983,0.827577266441983,-0.5613518220050729
8.5,0.7984871126234903,0.7984871126234903,-0.6020119026848236
8.55,0.7674011568674873,0.7674011568674873,-0.6411672671296018
8.6,0.7343970978741134,0.7343970978741134,-0.6787200473200125
8.65,0.699557428602668,0.699557428602668,-0.7145763808626919
8.700000000000001,0.662969230082182,0.662969230082182,-0.7486466455973999
8.75,0.6247239537541924,0.6247239537541924,-0.7808456836057491
8.8,0.5849171928917617,0.5849171928917617,-0.811093014061656
8.85,0.5436484436660884,0.5436484436660884,-0.8393130343914837
8.9,0.5010208564578846,0.5010208564578846,-0.8654352092411123
8.950000000000001,0.45714097803515424,0.45714097803515424,-0.8893942467775822
9.0,0.4121184852417566,0.4121184852417566,-0.9111302618846769
9.05,0.366065910862411,0.366065910862411,-0.9305889258445285
9.1,0.3190983623493521,0.3190983623493521,-0.9477216021311119
9.15,0.27133323411363275,0.27133323411363275,-0.9624854679762374
9.200000000000001,0.22288991410024592,0.22288991410024592,-0.974843621404164
9.25,0.17388948538043356,0.17388948538043356,-0.9847651734673236
9.3,0.1244544235070617,0.1244544235070617,-0.9922253254526034
9.35,0.07470829038953478,0.07470829038953478,-0.997205430865212
9.4,0.024775425453357765,0.024775425453357765,-0.9996930420352065
9.450000000000001,-0.025219365143660497,-0.025219365143660497,-0.9996819412301848
9.5,-0.0751511204618093,-0.0751511204618093,-0.9971721561963784
9.55,-0.12489503711675232,-0.12489503711675232,-0.9921699600893009
9.600000000000001,-0.1743267812229814,-0.1743267812229814,-0.9846878557941267
9.65,-0.2233227991637839,-0.2233227991637839,-0.9747445446749893
9.700000000000001,-0.2717606264109442,-0.2717606264109442,-0.9623648798313097
9.75,-0.31951919362227366,-0.31951919362227366,-0.9475798039779932
9.8,-0.36647912925192844,-0.36647912925192844,-0.9304262721047533
9.850000000000001,-0.4125230579170943,-0.4125230579170943,-0.9109471591078868
9.9,-0.4575358937753214,-0.4575358937753214,-0.8891911526253609
9.950000000000001,-0.5014051281791989,-0.5014051281791989,-0.8652126313430711
10.0,-0.5440211108893698,-0.5440211108893698,-0.8390715290764524
10.05,-0.5852773241430363,-0.5852773241430363,-0.8108331849671466
10.100000000000001,-0.6250706488928834,-0.6250706488928834,-0.7805681801691826
10.15,-0.663301622550998,-0.663301622550998,-0.7483521614328467
10.200000000000001,-0.6998746875935437,-0.6998746875935437,-0.7142656520271989
10.25,-0.7346984304047954,-0.7346984304047954,-0.6783938504738453
10.3,-0.7676858097635825,-0.7676858097635825,-0.6408264175949933
10.350000000000001,-0.7987543744010015,-0.7987543744010015,-0.6016572524081005
10.4,-0.8278264690856537,-0.8278264690856537,-0.5609842574272288
10.450000000000001,-0.8548294287212838,-0.8548294287212838,-0.5189090939577411
10.5,-0.8796957599716702,-0.8796957599716702,-0.47553692799599256
10.55,-0.9023633099588236,-0.9023633099588236,-0.4309761673690971
10.600000000000001,-0.9227754216128073,-0.9227754216128073,-0.385338190771828
10.65,-0.9408810752849078,-0.9408810752849078,-0.33873706937788134
10.700000000000001,-0.9566350162701884,-0.9566350162701884,-0.29128928172134383
10.75,-0.9699978679206785,-0.9699978679206785,-0.24311342256103
10.8,-0.9809362300664916,-0.9809362300664916,-0.1943299064553348
10.850000000000001,-0.9894227624988513,-0.9894227624988513,-0.1450606667885601
10.9,-0.9954362533063774,-0.9954362533063774,-0.09542885100095065
10.950000000000001,-0.9989616718938169,-0.9989616718938169,-0.045558512784221926
11.0,-0.9999902065507035,-0.9999902065507035,0.004425697988050785
11.05,-0.9985192864760454,-0.9985192864760454,0.054398846820214106
11.100000000000001,-0.9945525882039891,-0.9945525882039891,0.10423602686569865
11.15,-0.9881000264143981,-0.9881000264143981,0.15381267112909058
11.200000000000001,-0.979177729151317,-0.979177729151317,0.20300486381875213
11.25,-0.9678079975112615,-0.9678079975112615,0.2516896500717544
11.3,-0.954019249902089,-0.954019249902089,0.2997453432770149
11.350000000000001,-0.937845951011782,-0.937845951011782,0.3470518292284399
11.4,-0.9193285256646757,-0.9193285256646757,0.3934908663478909
11.450000000000001,-0.8985132577804479,-0.8985132577804479,0.4389463812275555
11.5,-0.8754521746884285,-0.8754521746884285,0.4833047587530059
11.55,-0.8502029170863663,-0.8502029170863663,0.526455126081828
11.600000000000001,-0.8228285949687079,-0.8228285949687079,0.568289629767975
11.65,-0.793397629884477,-0.793397629884477,0.6087037053392187
11.700000000000001,-0.7619835839190321,-0.7619835839190321,0.6475963386538773
11.75,-0.72866497582717,-0.72866497582717,0.6848703183835534
11.8,-0.6935250847771224,-0.6935250847771224,0.7204324789908387
11.850000000000001,-0.656651742196014,-0.656651742196014,0.7541939335946289
11.9,-0.6181371122370333,-0.6181371122370333,0.7860702961410393
11.950000000000001,-0.5780774614170436,-0.5780774614170436,0.8159818923245947
12.0,-0.5365729180004349,-0.5365729180004349,0.8438539587324921
12.05,-0.49372722173059747,-0.49372722173059747,0.8696168297142055
12.100000000000001,-0.44964746453459986,-0.44964746453459986,0.8932061115093233
12.15,-0.4044438228491401,-0.4044438228491401,0.9145628431984176
12.200000000000001,-0.35822928223682704,-0.35822928223682704,0.9336336440746379
12.25,-0.3111193549811273,-0.3111193549811273,0.9503708470676735
12.3,-0.26323179136580094,-0.26323179136580094,0.9647326178866098
12.350000000000001,-0.21468628536052695,-0.21468628536052695,0.9766830595838644
12.4,-0.1656041754483094,-0.1656041754483094,0.9861923022788637
12.450000000000001,-0.11610814134245669,-0.11610814134245669,0.9932365778171885
12.5,-0.06632189735120068,-0.06632189735120068,0.9977982791785807
12.55,-0.016369883156341365,-0.016369883156341365,0.9998660044853249
12.600000000000001,0.03362304722113847,0.03362304722113847,0.9994345855010047
12.65,0.08353193749110818,0.08353193749110818,0.9965051005484024
12.700000000000001,0.13323204141994396,0.13323204141994396,0.991084871814253
12.75,0.182599134631134,0.182599134631134,0.9831874470475918
12.8,0.23150982510153895,0.23150982510153895,0.9728325656974354
12.850000000000001,0.2798418615771762,0.2798418615771762,0.9600461095744415
12.9,0.32747443913769303,0.32747443913769303,0.9448600381598606
12.950000000000001,0.3742885011457584,0.3742885011457584,0.9273123087234751
13.0,0.4201670368266409,0.4201670368266409,0.9074467814501962
13.05,0.46499537373422123,0.46499537373422123,0.8853131098124392
13.100000000000001,0.5086614643723752,0.5086614643723752,0.8609666164623057
13.15,0.5510561662553665,0.5510561662553665,0.8344681549537633
13.200000000000001,0.5920735147072245,0.5920735147072245,0.8058839576404497
13.25,0.6316109877182386,0.6316109877182386,0.775285470129288
13.3,0.6695697621966024,0.6695697621966024,0.7427491727036695
13.350000000000001,0.7058549609746656,0.7058549609746656,0.7083563891625834
13.4,0.7403758899524486,0.7403758899524486,0.6721930835534681
13.450000000000001,0.7730462647856614,0.7730462647856614,0.6343496453068584
13.5,0.8037844265516209,0.8037844265516209,0.594920663309892
13.55,0.8325135458540397,0.8325135458540397,0.5540046894833416
13.600000000000001,0.8591618148564967,0.8591618148564967,0.5117039924531475
13.65,0.8836626267646351,0.8836626267646351,0.4681243019321098
13.700000000000001,0.9059547423084626,0.9059547423084626,0.42337454445066386
13.75,0.9259824428086272,0.9259824428086272,0.3775665710972933
13.8,0.9436956694441048,0.9436956694441048,0.33081487794904696
13.850000000000001,0.9590501483731761,0.9590501483731761,0.28323631989098597
13.9,0.9720075013949759,0.9720075013949759,0.23494981853982308
13.950000000000001,0.9825353418750099,0.9825353418750099,0.18607606500180907
14.0,0.9906073556948704,0.9906073556948704,0.1367372182078336
14.05,0.9962033670238317,0.9962033670238317,0.08705659957970344
14.100000000000001,0.9993093887479177,0.9993093887479177,0.03715838479082463
14.15,0.9999176574304031,0.9999176574304031,-0.012832706608316757
14.200000000000001,0.9980266527163616,0.9980266527163616,-0.06279172292408354
14.25,0.9936411011327626,0.9936411011327626,-0.11259379263383548
14.3,0.9867719642746133,0.9867719642746133,-0.16211443649971827
14.350000000000001,0.9774364114066822,0.9774364114066822,-0.21122987870191817
14.4,0.9656577765492774,0.9656577765492774,-0.25981735621375585
14.450000000000001,0.9514655001553474,0.9514655001553474,-0.3077554256453242
14.5,0.934895055524683,0.934895055524683,-0.354924266788705
14.55,0.9159878601391392,0.9159878601391392,-0.4012059821061006
14.600000000000001,0.8947911721405034,0.8947911721405034,-0.4464848914122672
14.65,0.8713579722097512,0.8713579722097512,-0.4906478210147381
14.700000000000001,0.8457468311429334,0.8457468311429334,-0.5335843865891192
14.75,0.8180217634546941,0.8180217634546941,-0.5751872690824027
14.8,0.7882520673753163,0.7882520673753163,-0.6153524829547208
14.850000000000001,0.756512151641241,0.756512151641241,-0.65397963608903
14.9,0.722881349511976,0.722881349511976,-0.6909721807191258
14.950000000000001,0.6874437204782592,0.6874437204782592,-0.7262376547487805
15.0,0.6502878401571168,0.6502878401571168,-0.7596879128588213
15.05,0.6115065788989408,0.6115065788989408,-0.791239346824533
15.100000000000001,0.5711968696599872,0.5711968696599872,-0.8208130944926693
15.15,0.5294594657204643,0.5294594657204643,-0.8483352368957691
15.200000000000001,0.4863986888537981,0.4863986888537981,-0.873736983011081
15.25,0.4421221685765394,0.4421221685765394,-0.8969548417022889
15.3,0.39674057313061206,0.39674057313061206,-0.9179307804142932
15.350000000000001,0.35036733287035443,0.35036733287035443,-0.936612370224371
15.4,0.30311835674570226,0.30311835674570226,-0.9529529168871803
15.450000000000001,0.25511174259017266,0.25511174259017266,-0.9669115775460575
15.5,0.2064674819377966,0.2064674819377966,-0.9784534628188842
15.55,0.15730716010676024,0.15730716010676024,-0.987549724003377
15.600000000000001,0.1077536522994423,0.1077536522994423,-0.9941776251838154
15.65,0.057930816478394806,0.057930816478394806,-0.9983206000589924
15.700000000000001,0.007963183785935567,0.007963183785935567,-0.9999682933493399
15.75,-0.04202435271884079,-0.04202435271884079,-0.999116586679734
15.8,-0.09190685022768164,-0.09190685022768164,-0.9957676088732885
15.850000000000001,-0.1415596284751156,-0.1415596284751156,-0.9899297306304056
15.9,-0.19085858137418937,-0.19085858137418937,-0.9816175436063844
15.950000000000001,-0.23968048721705715,-0.23968048721705715,-0.9708518239398812
16.0,-0.2879033166650653,-0.2879033166650653,-0.9576594803233847
16.05,-0.33540653775856133,-0.33540653775856133,-0.9420734867454952
16.1,-0.3820714171840091,-0.3820714171840091,-0.9241328000731296
16.150000000000002,-0.4277813170454444,-0.4277813170454444,-0.9038822626796396
16.2,-0.47242198639846616,-0.47242198639846616,-0.8813724903622346
16.25,-0.5158818468181093,-0.5158818468181093,-0.8566597458288424
16.3,-0.5580522712867794,-0.5580522712867794,-0.829805798070649
16.35,-0.5988278557052371,-0.5988278557052371,-0.8008777679717847
16.400000000000002,-0.6381066823479502,-0.6381066823479502,-0.7699479605420695
16.45,-0.6757905746043269,-0.6757905746043269,-0.7370936841921478
16.5,-0.711785342369123,-0.711785342369123,-0.7023970575027135
16.55,-0.7460010174686368,-0.7460010174686368,-0.6659448039708386
16.6,-0.7783520785342984,-0.7783520785342984,-0.627828035246386
16.650000000000002,-0.8087576647615508,-0.8087576647615508,-0.5881420234003374
16.7,-0.8371417780197468,-0.8371417780197468,-0.5469859627942356
16.75,-0.8634334728079056,-0.8634334728079056,-0.504462722145928
16.8,-0.8875670335815046,-0.8875670335815046,-0.46067858741136253
16.85,-0.9094821390071252,-0.9094821390071252,-0.41574299612503907
16.900000000000002,-0.9291240127343697,-0.9291240127343697,-0.3697682638631698
16.95,-0.946443560308209,-0.946443560308209,-0.3228693035132352
17.0,-0.9613974918795568,-0.9613974918795568,-0.27516333805159693
17.05,-0.9739484304073407,-0.9739484304073407,-0.22676960754712588
17.1,-0.9840650050816434,-0.9840650050816434,-0.17780907112311564
17.150000000000002,-0.9917219297343894,-0.9917219297343894,-0.12840410462247173
17.2,-0.9969000660415961,-0.9969000660415961,-0.07867819473184015
17.25,-0.9995864713592172,-0.9995864713592172,-0.028755630329187164
17.3,-0.9997744310730111,-0.9997744310730111,0.021238808173646012
17.35,-0.9974634753815809,-0.9974634753815809,0.07118016071700255
17.400000000000002,-0.9926593804706327,-0.9926593804706327,0.12094359992847767
17.45,-0.9853741540755202,-0.9853741540755202,0.17040474312633733
17.5,-0.9756260054681576,-0.9756260054681576,0.2194399632114593
17.55,-0.963439299943326,-0.963439299943326,0.2679266976706763
17.6,-0.948844497918124,-0.948844497918124,0.31574375491924334
17.650000000000002,-0.9318780787967886,-0.9318780787967886,0.36277161721668105
17.7,-0.9125824497911845,-0.9125824497911845,0.4088927393988798
17.75,-0.8910058399248534,-0.8910058399248534,0.45399184267980686
17.8,-0.8672021794855813,-0.8672021794855813,0.49795620278841546
17.85,-0.8412309652277599,-0.8412309652277599,0.5406759317206302
17.900000000000002,-0.8131571116614864,-0.8131571116614864,0.5820442524021253
17.95,-0.7830507888000987,-0.7830507888000987,0.6219577655753992
18.0,-0.7509872467716762,-0.7509872467716762,0.6603167082440802
18.05,-0.7170466277329218,-0.7170466277329218,0.6970252030284447
18.1,-0.6813137655554999,-0.6813137655554999,0.7319914978089467
18.150000000000002,-0.6438779737855393,-0.6438779737855393,0.765128195058729
18.2,-0.6048328224062841,-0.6048328224062841,0.7963524702919231
18.25,-0.5642759039618552,-0.5642759039618552,0.8255862790817391
18.3,-0.5223085896267315,-0.5223085896267315,0.8527565521308731
18.35,-0.4790357758305961,-0.4790357758305961,0.8777953779067071
18.400000000000002,-0.43456562207189353,-0.43456562207189353,0.90064017238477
18.45,-0.38900928057541545,-0.38900928057541545,0.921233835476204
18.5,-0.34248061846961253,-0.34248061846961253,0.939524893748256
18.55,-0.2950959331780938,-0.2950959331780938,0.9554676290810432
18.6,-0.2469736617366209,-0.2469736617366209,0.9690221929390499
18.650000000000002,-0.19823408476220306,-0.19823408476220306,0.9801547059717113
18.7,-0.1489990258141988,-0.1489990258141988,0.9888373426941459
18.75,-0.09939154689884817,-0.09939154689884817,0.9950484010363788
18.8,-0.04953564087836742,-0.04953564087836742,0.9987723565872102
18.85,0.0004440784466461913,0.0004440784466461913,0.9999999013971618
18.900000000000002,0.05042268780681477,0.05042268780681477,0.9987279672435014
18.95,0.10027526670709096,0.10027526670709096,0.9949597332992033
19.0,0.14987720966295234,0.14987720966295234,0.9887046181866692
19.05,0.19910453764919822,0.19910453764919822,0.9799782564360798
19.1,0.24783420798295983,0.24783420798295983,0.9688024594072101
19.150000000000002,0.2959444218663244,0.2959444218663244,0.9552051607723898
19.200000000000003,0.3433149288198987,0.3433149288198987,0.9392203466968696
19.25,0.3898273272463786,0.3898273272463786,0.9208879708911095
19.3,0.4353653603728932,0.4353653603728932,0.9002538547473045
19.35,0.4798152068323722,0.4798152068323722,0.8773695728097755
19.400000000000002,0.5230657651576994,0.5230657651576994,0.8522923238654625
19.450000000000003,0.565008931477517,0.565008931477517,0.8250847879767477
19.5,0.605539869719601,0.605539869719601,0.7958149698139441
19.55,0.6445572736464569,0.6445572736464569,0.7645560286790279
19.6,0.6819636200681356,0.6819636200681356,0.7313860956454967
19.650000000000002,0.7176654125994315,0.7176654125994315,0.6963880782713672
19.700000000000003,0.7515734153521506,0.7515734153521506,0.6596494533734594
19.75,0.7836028759783554,0.7836028759783554,0.6212620483809149
19.8,0.8136737375071054,0.8136737375071054,0.5813218118144357
19.85,0.8417108384451784,0.8417108384451784,0.5399285734649675
19.900000000000002,0.8676441006416691,0.8676441006416691,0.4971857948712022
19.950000000000003,0.8914087044468683,0.8914087044468683,0.4532003107196154
20.0,0.9129452507276277,0.9129452507276277,0.408082061813392
20.05,0.932199909334265,0.932199909334265,0.3619438202776613
20.1,0.9491245536478946,0.9491245536478946,0.3149009076879342
20.150000000000002,0.9636768808719165,0.9636768808719165,0.2670709068262097
20.200000000000003,0.9758205177669763,0.9758205177669763,0.21857336778525918
20.25,0.9855251115651197,0.9855251115651197,0.16952950915565845
20.3,0.9927664058359071,0.9927664058359071,0.12006191504242673
20.35,0.9975263011148543,0.9975263011148543,0.07029422866862556
20.400000000000002,0.9997929001426693,0.9997929001426693,0.02035084333167943
20.450000000000003,0.9995605376022044,0.9995605376022044,-0.02964340851508158
20.5,0.9968297942787993,0.9968297942787993,-0.07956356727854007
20.55,0.9916074956086182,0.9916074956086182,-0.12928485855971056
20.6,0.9839066946186161,0.9839066946186161,-0.17868300502473455
20.650000000000002,0.9737466393007685,0.9737466393007685,-0.2276345370335068
20.700000000000003,0.9611527245021155,0.9611527245021155,-0.2760171012494705
20.75,0.9461564284508708,0.9461564284508708,-0.3237097664592346
